TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,SUBLOCALITY,LATITUDE,LONGITUDE,AREA_PER_ROOM,BATH_PER_BED,TOTAL_ROOMS,SQFT_PER_BED,BATH_ROOM_DIFF,SIZE_CATEGORY
Pending,13.304519920584285,6,4,2184.207862,Staten Island,"268 Westervelt AveStaten Island, NY 10301",United States,Richmond County,40.6412495,-74.083228,198.5643510909091,0.5714285714285714,10,312.0296945714286,-2,Large
Co-op,12.899222326086994,1,1,2184.207862,Queens,"21-55 34th Ave Apt 15BQueens, NY 11106",New York,Queens,40.762146,-73.9318948,728.0692873333334,0.5,2,1092.103931,0,Large
House,13.457407451830088,3,1,4000.0,Other,"188-28 114th DrSaint Albans, NY 11412",United States,Queens County,40.6969277,-73.7655056,800.0,0.25,4,1000.0,-2,Large
Condo,14.096923772119156,2,2,2184.207862,New York,"40 W 55th St Apt 8DNew York, NY 10019",New York,New York,40.7622732,-73.9767193,436.8415724,0.6666666666666666,4,728.0692873333334,0,Large
Condo,14.375126917328105,6,3,3364.0,Brooklyn,"1184 Nostrand AveBrooklyn, NY 11225",United States,Kings County,40.6585715,-73.9507462,336.4,0.42857142857142855,9,480.57142857142856,-3,Large
Multi-family home,14.557448378884015,3,3,2000.0,Brooklyn,"155 W 9th StBrooklyn, NY 11231",United States,Kings County,40.6756187,-74.0002793,285.7142857142857,0.75,6,500.0,0,Medium
Co-op,12.235150749730654,1,1,750.0,Other,"125-10 Queens Blvd Unit 821Kew Gardens, NY 11415",New York,The Bronx,40.7119297,-73.826361,250.0,0.5,2,375.0,0,Small
Co-op,12.487488878546145,1,1,765.0,Brooklyn,"1250 Ocean Pkwy Apt 2CBrooklyn, NY 11230",New York,Brooklyn,40.6180698,-73.9699744,255.0,0.5,2,382.5,0,Small
Co-op,12.043553716032399,1,1,2184.207862,Other,"153-25 88th St Unit 2FHoward Beach, NY 11414",New York,Queens,40.6661012,-73.8471882,728.0692873333334,0.5,2,1092.103931,0,Large
House,13.560619598657233,3,1,1696.0,Bronx,"1217 Fairfax AveBronx, NY 10465",United States,Bronx County,40.8377397,-73.8241472,339.2,0.25,4,424.0,-2,Medium
House,13.437175577097312,4,2,2269.0,Staten Island,"263 Richmond Hill RdStaten Island, NY 10314",United States,Richmond County,40.5849183,-74.1599388,324.14285714285717,0.4,6,453.8,-2,Large
Multi-family home,14.034646891093473,7,6,2184.207862,Other,"32-13 112th StEast Elmhurst, NY 11369",United States,Queens County,40.7591289,-73.8579008,156.0148472857143,0.75,13,273.02598275,-1,Large
Co-op,13.586098651497313,1,1,2184.207862,New York,"363 E 76th St Apt 14MNew York, NY 10021",New York,New York,40.7707242,-73.9542132,728.0692873333334,0.5,2,1092.103931,0,Large
Condo,13.005831808336863,3,1,402.0,Other,"25-74 34th St Unit 1CAstoria, NY 11103",New York,Queens,40.7680157,-73.9174508,80.4,0.25,4,100.5,-2,VerySmall
Co-op,12.896719202134523,2,1,960.0,Brooklyn,"464 Neptune Ave Apt 2CBrooklyn, NY 11224",New York,Brooklyn,40.5792324,-73.9713245,240.0,0.3333333333333333,3,320.0,-1,Small
Multi-family home,14.503645699213111,6,5,2150.0,Bayside,"204-18 46 AveBayside, NY 11361",United States,Queens County,40.7557556,-73.7774071,179.16666666666666,0.7142857142857143,11,307.14285714285717,-1,Large
Co-op,13.178745601197818,2,1,2184.207862,Manhattan,"100 Overlook Terrace Ter Unit 312Manhattan, NY 10040",New York,New York,40.8558902,-73.9351781,546.0519655,0.3333333333333333,3,728.0692873333334,-1,Large
Co-op,15.830413711839864,6,6,4200.0,New York,"1045 Park Ave # 10ABNew York, NY 10028",New York,New York,40.7802712,-73.9567847,323.0769230769231,0.8571428571428571,12,600.0,0,Large
Co-op,13.296318365198623,1,1,2184.207862,New York,"160 Cabrini Blvd Apt 73New York, NY 10033",New York,New York,40.8540347,-73.9393276,728.0692873333334,0.5,2,1092.103931,0,Large
Co-op,13.171155446333852,3,2,2184.207862,Brooklyn,"458 Neptune Ave Apt 3RBrooklyn, NY 11224",New York,Brooklyn,40.5794182,-73.9709078,364.0346436666667,0.5,5,546.0519655,-1,Large
Co-op,13.079457964073546,2,1,1100.0,Brooklyn,"2932 W 5th St Apt 17CBrooklyn, NY 11224",New York,Brooklyn,40.5778092,-73.9728288,275.0,0.3333333333333333,3,366.6666666666667,-1,Medium
Co-op,15.423948170264971,4,4,5500.0,Manhattan,"485 Park Avenue Ave Unit 11FLRManhattan, NY 10022",United States,New York County,40.7622996,-73.9698344,611.1111111111111,0.8,8,1100.0,0,Luxury
Co-op,13.038983942375959,2,1,2184.207862,Manhattan,"151 W 106th St Apt 5BManhattan, NY 10025",New York,New York,40.8002612,-73.9648347,546.0519655,0.3333333333333333,3,728.0692873333334,-1,Large
House,13.997832948091215,4,2,2184.207862,Bayside,"46-36 206 StBayside, NY 11361",United States,Queens County,40.75515,-73.7757869,312.0296945714286,0.4,6,436.8415724,-2,Large
Condo,15.598901945589025,2,2,1853.0,New York,"173 Perry St # 8NNew York, NY 10014",New York,New York,40.7347565,-74.0097145,370.6,0.6666666666666666,4,617.6666666666666,0,Medium
Condo,13.303018546545275,1,1,626.0,Manhattan,"333 E 109th St Apt 2AManhattan, NY 10029",New York,New York,40.7920582,-73.9393346,208.66666666666666,0.5,2,313.0,0,Small
Co-op,12.765691290604371,3,1,2184.207862,Manhattan,"155 E 49th St Unit 5FManhattan, NY 10017",New York,New York,40.7556998,-73.9717539,436.8415724,0.25,4,546.0519655,-2,Large
Condo,12.948012371209098,1,1,668.0,Brooklyn,"120 Ocean View Ave Unit 2CBrooklyn, NY 11235",New York,Brooklyn,40.5783101,-73.9670934,222.66666666666666,0.5,2,334.0,0,Small
Contingent,14.690979711984754,3,2,3248.0,Brooklyn,"891 Montgomery StBrooklyn, NY 11213",United States,Kings County,40.6647715,-73.9353047,541.3333333333334,0.5,5,812.0,-1,Large
Co-op,14.603513724288955,2,2,1770.0,New York,"565 W End Ave Apt 11DNew York, NY 10024",New York,New York,40.7899034,-73.9774703,354.0,0.6666666666666666,4,590.0,0,Medium
Co-op,13.296318365198623,1,1,700.0,Manhattan,"425 E 51st St Apt 2GManhattan, NY 10022",New York,New York,40.754338,-73.964711,233.33333333333334,0.5,2,350.0,0,Small
Co-op,12.425212191503038,2,1,1000.0,Brooklyn,"2465 Haring St Apt 4DBrooklyn, NY 11235",New York,Brooklyn,40.5926635,-73.9388739,250.0,0.3333333333333333,3,333.3333333333333,-1,Small
Condo,16.213405921671733,4,4,3452.0,Manhattan,"177 9th Ave Ph AManhattan, NY 10011",United States,New York County,40.7450569,-74.0027927,383.55555555555554,0.8,8,690.4,0,Large
Co-op,13.279368835614243,1,1,2184.207862,New York,"900 W 190th St Apt 14SNew York, NY 10040",New York,New York,40.8570262,-73.9361002,728.0692873333334,0.5,2,1092.103931,0,Large
Multi-family home,13.981025843899115,8,4,3321.0,Bronx,"1246 Stratford AveBronx, NY 10472",United States,Bronx County,40.8307543,-73.8757325,255.46153846153845,0.4444444444444444,12,369.0,-4,Large
Co-op,11.652696102959753,3,1,550.0,Bronx,"306 E Mosholu Pkwy S Apt 5CBronx, NY 10458",New York,The Bronx,40.8716219,-73.8826018,110.0,0.25,4,137.5,-2,Small
Condo,13.565767608549109,1,1,638.0,Manhattan,"250 E 30th St Apt 6BManhattan, NY 10016",New York,New York,40.7422824,-73.9781111,212.66666666666666,0.5,2,319.0,0,Small
Multi-family home,14.430696737594902,12,7,4719.0,Brooklyn,"715 55th StBrooklyn, NY 11220",United States,Kings County,40.6395826,-74.0081915,235.95,0.5384615384615384,19,363.0,-5,Large
Condo,16.115592620990824,3,3,2241.0,New York,"15 Central Park W Apt 16GNew York, NY 10023",New York County,Other,40.7697189,-73.9810746,320.14285714285717,0.75,6,560.25,0,Large
Townhouse,13.73755009757506,3,2,1875.0,Other,"69-33 169 StFresh Meadows, NY 11365",United States,Queens County,40.7318932,-73.8001903,312.5,0.5,5,468.75,-1,Medium
Pending,12.793862088206213,1,1,2184.207862,Manhattan,"425 E 78th St Apt 1CManhattan, NY 10075",New York,New York,40.7711911,-73.9516646,728.0692873333334,0.5,2,1092.103931,0,Large
Co-op,14.827111833279051,2,2,2184.207862,Manhattan,"200 Central Park S Apt 20JManhattan, NY 10019",New York,New York,40.7666667,-73.9797008,436.8415724,0.6666666666666666,4,728.0692873333334,0,Large
Co-op,14.187074804051692,4,2,2184.207862,Manhattan,"135 E 39th St Unit 1CDManhattan, NY 10016",New York,New York,40.7494389,-73.9768133,312.0296945714286,0.4,6,436.8415724,-2,Large
Townhouse,15.039286283703994,5,4,4852.0,New York,"218 W 139th St Unit ThNew York, NY 10030",United States,New York County,40.8180997,-73.9429051,485.2,0.6666666666666666,9,808.6666666666666,-1,Large
Co-op,12.703816069256568,2,1,2184.207862,Bayside,"23-55 Bell Blvd Unit 4DBayside, NY 11360",New York,Queens,40.7807824,-73.7743544,546.0519655,0.3333333333333333,3,728.0692873333334,-1,Large
House,13.457407451830088,3,2,1008.0,Staten Island,"402 Grandview AveStaten Island, NY 10303",United States,Richmond County,40.6306551,-74.1655807,168.0,0.5,5,252.0,-1,Medium
Multi-family home,13.887832149776026,7,3,2184.207862,Brooklyn,"198 Cooper StBrooklyn, NY 11207",United States,Kings County,40.6888948,-73.9059091,198.5643510909091,0.375,10,273.02598275,-4,Large
Multi-family home,13.579789490265188,4,3,1784.0,Bronx,"1845 Tomlinson AveBronx, NY 10461",United States,Bronx County,40.8510197,-73.8533944,223.0,0.6,7,356.8,-1,Medium
Condo,15.86320353036178,5,6,3701.0,Brooklyn,"50 Bridge Park Dr Unit 17AEBrooklyn, NY 11201",New York,Brooklyn,40.692916,-74.0008815,308.4166666666667,1.0,11,616.8333333333334,1,Large
Co-op,15.03190617858502,3,3,2184.207862,New York,"1165 Fifth Ave # 8CNew York, NY 10029",New York,New York,40.7888952,-73.9545865,312.0296945714286,0.75,6,546.0519655,0,Large
House,13.976779556623864,3,2,2184.207862,Brooklyn,"3028 Brighton 7th StBrooklyn, NY 11235",United States,Kings County,40.5790606,-73.9612505,364.0346436666667,0.5,5,546.0519655,-1,Large
Co-op,14.962913328262083,4,3,2184.207862,New York,"101 W 81st St # 615/616New York, NY 10024",United States,New York County,40.7835147,-73.9748183,273.02598275,0.6,7,436.8415724,-1,Large
Co-op,16.52356082573315,4,6,2184.207862,Manhattan,"820 Fifth Ave Unit MaisonetteManhattan, NY 10065",United States,New York County,40.7668419,-73.9707457,198.5643510909091,1.2,10,436.8415724,2,Large
Co-op,14.962913328262083,4,4,2184.207862,New York,"870 Fifth Ave Unit 4HNew York, NY 10065",New York,New York,40.7699404,-73.9686033,242.68976244444445,0.8,8,436.8415724,0,Large
Pending,13.623139877437296,2,1,2184.207862,Other,"33-11 73rd StJackson Heights, NY 11372",United States,Queens County,40.7542784,-73.8933876,546.0519655,0.3333333333333333,3,728.0692873333334,-1,Large
House,13.70903942580019,2,2,1056.0,Brooklyn,"1595 Independence AveBrooklyn, NY 11228",United States,Kings County,40.603279,-74.014377,211.2,0.6666666666666666,4,352.0,0,Medium
Condo,13.586098651497313,1,1,860.0,Manhattan,"350 E 62nd St Apt 3BManhattan, NY 10065",New York,New York,40.7614804,-73.9610613,286.6666666666667,0.5,2,430.0,0,Small
Co-op,12.524530013005734,1,1,880.0,Brooklyn,"275 Webster Ave Apt 5ABrooklyn, NY 11230",New York,Brooklyn,40.6329634,-73.9709274,293.3333333333333,0.5,2,440.0,0,Small
Multi-family home,13.560619598657233,6,2,2910.0,Bronx,"1989 Cruger AveBronx, NY 10462",United States,Bronx County,40.8501271,-73.8669885,323.3333333333333,0.2857142857142857,8,415.7142857142857,-4,Large
House,14.580978865220017,2,2,2184.207862,New York,"300 E 40th St Apt 28BNew York, NY 10016",New York,New York,40.7479844,-73.9728389,436.8415724,0.6666666666666666,4,728.0692873333334,0,Large
House,13.70903942580019,3,1,2184.207862,Other,"32-50 53 PlWoodside, NY 11377",United States,Queens County,40.7543613,-73.9077947,436.8415724,0.25,4,546.0519655,-2,Large
House,13.457407451830088,5,4,1838.0,Bronx,"2845 Decatur AveBronx, NY 10458",United States,Bronx County,40.8677282,-73.8849595,183.8,0.6666666666666666,9,306.3333333333333,-1,Medium
Multi-family home,13.714585745568392,4,3,2184.207862,Other,"158-20 77 AveFresh Meadows, NY 11366",United States,Queens County,40.7236308,-73.8094885,273.02598275,0.6,7,436.8415724,-1,Large
House,13.41354083387756,3,1,2184.207862,Other,"91-09 95th StWoodhaven, NY 11421",United States,Queens County,40.6899622,-73.8484421,436.8415724,0.25,4,546.0519655,-2,Large
Co-op,12.53897064502647,1,1,2184.207862,Other,"99-05 63rd Dr Unit 14URego Park, NY 11374",New York,Queens,40.7312899,-73.85773,728.0692873333334,0.5,2,1092.103931,0,Large
Co-op,12.706850963741102,1,1,656.0,Bayside,"17-85 215th St Unit 6KBayside, NY 11360",New York,Queens,40.7843012,-73.7761962,218.66666666666666,0.5,2,328.0,0,Small
Co-op,12.896719202134523,3,1,2184.207862,New York,"220 E 73rd St Unit 8GNew York, NY 10021",New York,New York,40.7697297,-73.9590126,436.8415724,0.25,4,546.0519655,-2,Large
Co-op,13.51440681653079,2,1,2184.207862,New York,"609 Columbus Ave Apt 18DNew York, NY 10024",New York,New York,40.7887084,-73.9700091,546.0519655,0.3333333333333333,3,728.0692873333334,-1,Large
House,13.28787951079572,5,3,1152.0,Other,"665 Nasby PlFar Rockaway, NY 11691",United States,Queens County,40.6019328,-73.7587155,128.0,0.5,8,192.0,-2,Medium
House,14.038654909278163,3,2,2049.0,Brooklyn,"134 E 35th StBrooklyn, NY 11203",United States,Kings County,40.6520971,-73.9451094,341.5,0.5,5,512.25,-1,Large
Co-op,13.790193775620484,2,2,1270.0,Manhattan,"158-18 Riverside Dr W Unit 2EManhattan, NY 10032",New York,New York,40.8370331,-73.9477948,254.0,0.6666666666666666,4,423.3333333333333,0,Medium
Condo,13.651815643149092,3,2,2184.207862,New York,"8 W 65th St Apt 1BNew York, NY 10023",New York,New York,40.7719831,-73.9802428,364.0346436666667,0.5,5,546.0519655,-1,Large
House,14.345550989235415,3,2,2200.0,Brooklyn,"93 Lexington Ave # 4Brooklyn, NY 11238",United States,Kings County,40.6870728,-73.9584649,366.6666666666667,0.5,5,550.0,-1,Large
Co-op,13.993657580167481,2,2,2184.207862,New York,"444 E 84th St # 3GHNew York, NY 10028",New York,New York,40.77475,-73.9488864,436.8415724,0.6666666666666666,4,728.0692873333334,0,Large
Co-op,12.154784614286667,3,1,500.0,Jamaica,"175-20 Wexford Ter Unit 8WJamaica, NY 11432",New York,Queens,40.7122499,-73.78851,100.0,0.25,4,125.0,-2,VerySmall
Co-op,12.91164481522143,3,1,550.0,New York,"345 E 81st St Apt 2HNew York, NY 10028",New York,New York,40.7740666,-73.9522989,110.0,0.25,4,137.5,-2,Small
Co-op,12.040614105490253,1,1,2184.207862,Bronx,"2080-2090 Barnes Ave Unit 5DBronx, NY 10462",New York,The Bronx,40.8531021,-73.8636237,728.0692873333334,0.5,2,1092.103931,0,Large
House,13.512079789919959,3,2,1302.0,Other,"224-20 145th RdSpringfield Gardens, NY 11413",United States,Queens County,40.6619508,-73.7548417,217.0,0.5,5,325.5,-1,Medium
Multi-family home,13.76421831620775,5,2,1660.0,Brooklyn,"3025 Brighton 8th StBrooklyn, NY 11235",United States,Kings County,40.5792869,-73.9603435,207.5,0.3333333333333333,7,276.6666666666667,-3,Medium
Condo,13.592368256649284,3,1,916.0,New York,"15 Broad St Apt 1928New York, NY 10005",United States,New York County,40.7067114,-74.010457,183.2,0.25,4,229.0,-2,Small
Condo,12.791080452981857,2,1,920.0,Brooklyn,"190 Cozine Ave Apt 3HBrooklyn, NY 11207",New York,Brooklyn,40.654871,-73.8847697,230.0,0.3333333333333333,3,306.6666666666667,-1,Small
Co-op,14.48334044336031,2,3,2184.207862,New York,"860 Fifth Ave Unit 4HNew York, NY 10065",New York,New York,40.7695956,-73.9688773,364.0346436666667,1.0,5,728.0692873333334,1,Large
Townhouse,13.81451105863119,7,4,2184.207862,Brooklyn,"524 Wyona StBrooklyn, NY 11207",United States,Kings County,40.6656785,-73.8916486,182.01732183333334,0.5,11,273.02598275,-3,Large
Co-op,14.48334044336031,2,2,960.0,New York,"791 Greenwich St Apt 5New York, NY 10014",New York,New York,40.7373507,-74.0063169,192.0,0.6666666666666666,4,320.0,0,Small
Condo,13.38318953651709,1,1,2184.207862,New York,"362 W 127th St Unit 6BNew York, NY 10027",New York,New York,40.8121684,-73.9523535,728.0692873333334,0.5,2,1092.103931,0,Large
Condo,13.976779556623864,4,2,2184.207862,Other,"168-46 Powells Cove Blvd Unit 21Whitestone, NY 11357",New York,Queens,40.7932921,-73.7951779,312.0296945714286,0.4,6,436.8415724,-2,Large
House,13.591117476312084,4,2,2184.207862,Other,"133-22 Centreville StOzone Park, NY 11417",United States,Queens County,40.6757849,-73.8361627,312.0296945714286,0.4,6,436.8415724,-2,Large
Condo,14.897316067298997,3,2,1709.0,Brooklyn,"360 Furman St Apt 337Brooklyn, NY 11201",New York,Brooklyn,40.6935342,-74.0002618,284.8333333333333,0.5,5,427.25,-1,Medium
Condo,12.788291058675025,3,1,2184.207862,Flushing,"150-38 Union Tpke Unit 11BFlushing, NY 11367",New York,Queens,40.7187728,-73.811168,436.8415724,0.25,4,546.0519655,-2,Large
Co-op,12.154779351142624,1,1,2184.207862,Other,"83-55 Lefferts Blvd Unit 5CKew Gardens, NY 11415",New York,Queens,40.704719,-73.832559,728.0692873333334,0.5,2,1092.103931,0,Large
Condo,13.541075028051122,1,1,700.0,New York,"414 W 54th St Apt 4ENew York, NY 10019",New York,New York,40.766298,-73.9881994,233.33333333333334,0.5,2,350.0,0,Small
Multi-family home,13.423948355025102,3,2,2070.0,Bronx,"2067 Pitman AveBronx, NY 10466",United States,Bronx County,40.8974036,-73.8427908,345.0,0.5,5,517.5,-1,Large
Condo,12.847929163278053,3,1,393.0,Brooklyn,"1548 72nd St Unit 1Brooklyn, NY 11228",New York,Brooklyn,40.6184843,-74.0001507,78.6,0.25,4,98.25,-2,VerySmall
Co-op,12.84529412258351,2,1,2184.207862,Other,"98-20 62 Dr Unit 14HRego Park, NY 11374",New York,Queens,40.7334099,-73.85851,546.0519655,0.3333333333333333,3,728.0692873333334,-1,Large
Co-op,13.81049902116535,2,2,2184.207862,New York,"164 E 72nd St Apt 13CNew York, NY 10021",New York,New York,40.7699248,-73.9617134,436.8415724,0.6666666666666666,4,728.0692873333334,0,Large
Condo,13.38318953651709,3,2,1150.0,Brooklyn,"1120 Bergen Ave Unit 88Brooklyn, NY 11234",New York,Brooklyn,40.6280068,-73.9155812,191.66666666666666,0.5,5,287.5,-1,Medium
Condo,13.07107218827772,1,1,739.0,Brooklyn,"3016 Brighton 5th St Apt 1CBrooklyn, NY 11235",New York,Brooklyn,40.5789422,-73.9632143,246.33333333333334,0.5,2,369.5,0,Small
Pending,13.017005083966255,2,1,2184.207862,Other,"37-26 87th St Unit 2FJackson Heights, NY 11372",New York,Queens,40.749416,-73.8796895,546.0519655,0.3333333333333333,3,728.0692873333334,-1,Large
Townhouse,15.796512164761882,1,2,4930.0,Manhattan,"155 Duane StManhattan, NY 10013",United States,New York County,40.7168184,-74.0085588,1232.5,1.0,3,2465.0,1,Large
Multi-family home,14.402742068796885,11,6,5031.0,Brooklyn,"7619 21st AveBrooklyn, NY 11214",United States,Kings County,40.608348,-73.9903259,279.5,0.5,17,419.25,-5,Luxury
House,14.220976332738882,8,5,2184.207862,Bronx,"3251 Riverdale AveBronx, NY 10463",United States,Bronx County,40.8838882,-73.908028,156.0148472857143,0.5555555555555556,13,242.68976244444445,-3,Large
Condo,15.200554387495371,3,4,2456.0,New York,"360 E 88th St Ph 2BNew York, NY 10128",New York County,Other,40.7781672,-73.9489094,307.0,1.0,7,614.0,1,Large
Townhouse,14.64798523871695,7,6,2184.207862,New York,"68 E 127th StNew York, NY 10035",United States,New York County,40.8066101,-73.9390361,156.0148472857143,0.75,13,273.02598275,-1,Large
Pending,12.25486757159303,1,1,850.0,Other,"135 Ocean Pkwy Apt 1RKensington, NY 11218",New York,Brooklyn,40.6466766,-73.9740956,283.3333333333333,0.5,2,425.0,0,Small
Co-op,14.978661680269907,3,4,1825.0,New York,"24 Central Park S # 5WNew York, NY 10019",New York,New York,40.7703005,-73.9804715,228.125,1.0,7,456.25,1,Medium
Co-op,13.269059483669357,3,2,1200.0,Other,"61-15 98th St Unit 7JRego Park, NY 11374",New York,Queens,40.7346339,-73.8602384,200.0,0.5,5,300.0,-1,Medium
House,13.976779556623864,3,2,2184.207862,Brooklyn,"3065 Brighton 4th StBrooklyn, NY 11235",United States,Kings County,40.577735,-73.9632478,364.0346436666667,0.5,5,546.0519655,-1,Large
Condo,13.383016948701053,2,2,950.0,Flushing,"152-18 Union Tpke Unit 11DFlushing, NY 11367",New York,Queens,40.7188694,-73.8111217,190.0,0.6666666666666666,4,316.6666666666667,0,Small
Multi-family home,13.804450621726684,7,5,3978.0,Other,"79-09 153rd AveHoward Beach, NY 11414",United States,Queens County,40.6659011,-73.854748,306.0,0.625,12,497.25,-2,Large
Co-op,13.81049902116535,1,1,2184.207862,Manhattan,"250 W 22nd St Apt 4BManhattan, NY 10011",New York,New York,40.7440497,-73.9980389,728.0692873333334,0.5,2,1092.103931,0,Large
Co-op,11.950541482162043,1,1,700.0,Bronx,"3 Fordham Hill Oval Apt 4ABronx, NY 10468",New York,The Bronx,40.8646563,-73.9082145,233.33333333333334,0.5,2,350.0,0,Small
Condo,12.896719202134523,1,1,577.0,Brooklyn,"231 68th St Apt 303Brooklyn, NY 11220",New York,Brooklyn,40.6373585,-74.0272224,192.33333333333334,0.5,2,288.5,0,Small
Condo,13.286183160425152,3,1,415.0,New York,"500 W 43rd St Apt 12GNew York, NY 10036",New York,New York,40.7602412,-73.9954328,83.0,0.25,4,103.75,-2,VerySmall
Pending,13.244582780038517,2,2,1238.0,Staten Island,"537 Annadale RdStaten Island, NY 10312",United States,Richmond County,40.5493207,-74.1744217,247.6,0.6666666666666666,4,412.6666666666667,0,Medium
Townhouse,13.541075028051122,2,2,2337.0,Staten Island,"142 Commodore DrStaten Island, NY 10309",United States,Richmond County,40.5148559,-74.2032529,467.4,0.6666666666666666,4,779.0,0,Large
Condo,15.149195232316444,3,3,2250.0,New York,"201 E 80th St Apt 16ANew York, NY 10075",New York,New York,40.7747519,-73.9561067,321.42857142857144,0.75,6,562.5,0,Large
Co-op,12.206072645530174,3,1,471.0,Forest Hills,"110-20 71st Ave Unit 231Forest Hills, NY 11375",New York,Queens,40.7223099,-73.84153,94.2,0.25,4,117.75,-2,VerySmall
Co-op,14.731801689838349,3,2,3200.0,Manhattan,"116 W 29th St Apt 3Manhattan, NY 10001",New York,New York,40.7468872,-73.9910651,533.3333333333334,0.5,5,800.0,-1,Large
House,13.527828485512494,3,2,2184.207862,Brooklyn,"536 E 51st StBrooklyn, NY 11203",United States,Kings County,40.6485435,-73.9292272,364.0346436666667,0.5,5,546.0519655,-1,Large
Co-op,14.282384921160133,2,2,2184.207862,Manhattan,"210 Riverside Dr Apt 6BManhattan, NY 10025",New York,New York,40.7942107,-73.9761618,436.8415724,0.6666666666666666,4,728.0692873333334,0,Large
Co-op,12.460718739865236,3,1,500.0,Flushing,"149-43 35th Ave Unit 2JFlushing, NY 11354",New York,Queens,40.7666016,-73.8157611,100.0,0.25,4,125.0,-2,VerySmall
House,13.437175577097312,3,2,1280.0,Staten Island,"59 Bartlett AveStaten Island, NY 10312",United States,Richmond County,40.5491914,-74.1660279,213.33333333333334,0.5,5,320.0,-1,Medium
Multi-family home,13.303018546545275,5,2,2184.207862,Other,"13-73 Beach Channel DrFar Rockaway, NY 11691",United States,Queens County,40.607379,-73.754678,273.02598275,0.3333333333333333,7,364.0346436666667,-3,Large
Condo,14.99416586199818,3,2,2292.0,New York,"71 Ludlow St Apt 4BNew York, NY 10002",New York,New York,40.7175362,-73.9899587,382.0,0.5,5,573.0,-1,Large
Condo,12.409017571151187,1,1,800.0,Staten Island,"1100 Clove Rd Apt 7BStaten Island, NY 10301",New York,Staten Island,40.6189484,-74.1071576,266.6666666666667,0.5,2,400.0,0,Small
Co-op,13.499430382731967,3,2,1400.0,Bronx,"4555 Henry Hudson Pkwy Apt 903Bronx, NY 10471",New York,The Bronx,40.8924692,-73.9091145,233.33333333333334,0.5,5,350.0,-1,Medium
Multi-family home,13.565767608549109,3,2,1557.0,Bronx,"1760 Tomlinson AveBronx, NY 10461",United States,Bronx County,40.8494439,-73.8515779,259.5,0.5,5,389.25,-1,Medium
Condo,13.901689171636098,3,3,1295.0,Brooklyn,"1845 52nd St Apt 27Brooklyn, NY 11204",New York,Brooklyn,40.6260941,-73.9815074,185.0,0.75,6,323.75,0,Medium
Co-op,12.807655372286902,2,1,925.0,Brooklyn,"393 Avenue S Apt 4ABrooklyn, NY 11223",New York,Brooklyn,40.602199,-73.9709488,231.25,0.3333333333333333,3,308.3333333333333,-1,Small
Pending,13.909912143303451,1,1,715.0,Brooklyn,"2 Northside Piers Apt 6FBrooklyn, NY 11249",New York,Brooklyn,40.719753,-73.9642643,238.33333333333334,0.5,2,357.5,0,Small
Townhouse,16.3408392022832,4,4,6310.0,New York,"44 E 82nd StNew York, NY 10028",United States,New York County,40.7777566,-73.9600565,701.1111111111111,0.8,8,1262.0,0,Luxury
Condo,14.503645699213111,2,2,1309.0,New York,"124 W 24th St Apt 2DNew York, NY 10011",New York,New York,40.7439229,-73.9937052,261.8,0.6666666666666666,4,436.3333333333333,0,Medium
Multi-family home,13.997832948091215,6,4,2808.0,Bronx,"4036 Bell AveBronx, NY 10466",United States,Bronx County,40.8928243,-73.8348075,255.27272727272728,0.5714285714285714,10,401.14285714285717,-2,Large
Co-op,13.06685278163674,2,1,1000.0,Brooklyn,"150 W End Ave Apt 5HBrooklyn, NY 11235",New York,Brooklyn,40.5782536,-73.9534785,250.0,0.3333333333333333,3,333.3333333333333,-1,Small
Co-op,14.669074885824411,3,4,2184.207862,Manhattan,"860 United Nations Plz Units 31 & 32DManhattan, NY 10017",New York,New York,40.7526263,-73.9658766,273.02598275,1.0,7,546.0519655,1,Large
Condo,13.81049902116535,1,1,2184.207862,Manhattan,"305 Second Ave Unit 20Manhattan, NY 10003",United States,New York County,40.7344156,-73.9836325,728.0692873333334,0.5,2,1092.103931,0,Large
Contingent,13.652992804936396,8,3,1976.0,Brooklyn,"1681 Prospect PlBrooklyn, NY 11233",United States,Kings County,40.6729629,-73.9207117,164.66666666666666,0.3333333333333333,11,219.55555555555554,-5,Medium
Townhouse,14.897316067298997,4,4,2184.207862,Brooklyn,"111 Nelson StBrooklyn, NY 11231",United States,Kings County,40.6773575,-74.0013329,242.68976244444445,0.8,8,436.8415724,0,Large
Co-op,11.798111925972618,1,1,630.0,Bronx,"3231 Barker Ave Unit LdBronx, NY 10467",New York,The Bronx,40.8720291,-73.8695302,210.0,0.5,2,315.0,0,Small
Multi-family home,14.252474979126433,9,4,4539.0,Other,"104-14 37th AveCorona, NY 11368",United States,Queens County,40.7534193,-73.8628811,324.2142857142857,0.4,13,453.9,-5,Large
Contingent,13.056225711649638,3,1,2184.207862,New York,"170 W End Ave Apt 3FNew York, NY 10023",New York,New York,40.7767637,-73.9843469,436.8415724,0.25,4,546.0519655,-2,Large
Multi-family home,13.652992804936396,5,3,3024.0,Bronx,"931 Tilden StBronx, NY 10469",United States,Bronx County,40.8770223,-73.8585612,336.0,0.5,8,504.0,-2,Large
