TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,SUBLOCALITY,LATITUDE,LONGITUDE,AREA_PER_ROOM,BATH_PER_BED,TOTAL_ROOMS,SQFT_PER_BED,BATH_ROOM_DIFF,SIZE_CATEGORY
House,13.500664187489477,3,2,1150.0,Staten Island,"447 Vernon AveStaten Island, NY 10309",United States,Richmond County,40.5302132,-74.1981906,191.66666666666666,0.5,5,287.5,-1,Medium
House,14.446782866720884,3,4,3150.0,Brooklyn,"3758 Bayview AveBrooklyn, NY 11224",United States,Kings County,40.5805262,-74.0061062,393.75,1.0,7,787.5,1,Large
Co-op,13.014780393893403,2,2,1549.0,Other,"26910 Grand Central Pkwy Apt 22LFloral Park, NY 11005",New York,Queens,40.7577991,-73.7159564,309.8,0.6666666666666666,4,516.3333333333334,0,Medium
House,13.976779556623864,3,2,2250.0,Other,"251 Beach 140th StRockaway Park, NY 11694",United States,Queens County,40.57372,-73.8577786,375.0,0.5,5,562.5,-1,Large
Townhouse,14.827111833279051,3,2,2184.207862,New York,"16 Gay StNew York, NY 10014",United States,New York County,40.7336687,-74.000518,364.0346436666667,0.5,5,546.0519655,-1,Large
House,13.81049902116535,3,2,2184.207862,Other,"159-03 83rd StHoward Beach, NY 11414",United States,Queens County,40.657686,-73.8489131,364.0346436666667,0.5,5,546.0519655,-1,Large
Condo,14.508658238524095,3,2,2000.0,Manhattan,"200 Rector Pl Unit 27EFManhattan, NY 10280",New York County,Other,40.7086444,-74.0161953,333.3333333333333,0.5,5,500.0,-1,Medium
Townhouse,16.52356082573315,8,6,2184.207862,Brooklyn,"126 Pierrepont StBrooklyn, NY 11201",United States,Kings County,40.6948972,-73.9925741,145.61385746666667,0.6666666666666666,14,242.68976244444445,-2,Large
House,14.77102238760702,5,4,3024.0,Bayside,"214-42 27th AveBayside, NY 11360",United States,Queens County,40.7780417,-73.7739629,302.4,0.6666666666666666,9,504.0,-1,Large
Townhouse,15.068273812173887,6,6,6000.0,New York,"51 Hamilton TerNew York, NY 10031",United States,New York County,40.8229141,-73.9460622,461.53846153846155,0.8571428571428571,12,857.1428571428571,0,Luxury
Co-op,13.217675375388819,1,1,2184.207862,New York,"609 Columbus Ave Apt 10INew York, NY 10024",New York,New York,40.7887084,-73.9700091,728.0692873333334,0.5,2,1092.103931,0,Large
Pending,13.552847548877052,3,4,2184.207862,Staten Island,"290 Lake AveStaten Island, NY 10303",United States,Richmond County,40.6291962,-74.1518654,273.02598275,1.0,7,546.0519655,1,Large
House,13.42246945133505,3,2,2400.0,Brooklyn,"2519 Mill AveBrooklyn, NY 11234",United States,Kings County,40.610206,-73.91065,400.0,0.5,5,600.0,-1,Large
House,13.686541314323094,4,2,1238.0,Staten Island,"48 Princewood AveStaten Island, NY 10309",United States,Richmond County,40.5273247,-74.1983282,176.85714285714286,0.4,6,247.6,-2,Medium
House,13.730920610582631,3,2,2184.207862,Other,"30-36 88th StEast Elmhurst, NY 11369",United States,Queens County,40.760703,-73.880887,364.0346436666667,0.5,5,546.0519655,-1,Large
Townhouse,14.690979711984754,4,2,1892.0,Brooklyn,"396 A 9th St Unit 2Brooklyn, NY 11215",United States,Kings County,40.6674938,-73.9832146,270.2857142857143,0.4,6,378.4,-2,Medium
House,14.363632544508476,6,2,3024.0,Other,"45-12 244th StLittle Neck, NY 11362",United States,Queens County,40.765022,-73.7422005,336.0,0.2857142857142857,8,432.0,-4,Large
Multi-family home,12.959846800844963,5,2,2184.207862,Bronx,"755 Coster StBronx, NY 10474",United States,Bronx County,40.8159966,-73.8881001,273.02598275,0.3333333333333333,7,364.0346436666667,-3,Large
House,14.731801689838349,5,2,1450.0,Flushing,"33-02 Parsons BlvdFlushing, NY 11354",United States,Queens County,40.7679673,-73.8246067,181.25,0.3333333333333333,7,241.66666666666666,-3,Medium
House,13.813509557297108,4,4,2000.0,Staten Island,"336 Bethel AveStaten Island, NY 10307",United States,Richmond County,40.515251,-74.235145,222.22222222222223,0.8,8,400.0,0,Medium
House,13.993657580167481,4,4,2688.0,Staten Island,"222 Hart BlvdStaten Island, NY 10301",United States,Richmond County,40.6296431,-74.1005274,298.6666666666667,0.8,8,537.6,0,Large
House,14.31568020796969,3,2,2052.0,Brooklyn,"1217 84th StBrooklyn, NY 11228",United States,Kings County,40.6164182,-74.0142443,342.0,0.5,5,513.0,-1,Large
House,13.769467666582738,4,4,2100.0,Staten Island,"82 Vineland AveStaten Island, NY 10312",United States,Richmond County,40.551184,-74.1840649,233.33333333333334,0.8,8,420.0,0,Large
Multi-family home,13.76316513133229,6,3,2184.207862,Jamaica,"117-37 141st StJamaica, NY 11436",United States,Queens County,40.677393,-73.800094,218.4207862,0.42857142857142855,9,312.0296945714286,-3,Large
House,13.68767832281738,3,2,1743.0,Flushing,"190-16 33rd AveFlushing, NY 11358",United States,Queens County,40.7668312,-73.7911175,290.5,0.5,5,435.75,-1,Medium
Townhouse,14.038654909278163,8,2,2184.207862,New York,"246 E 58th St # ThNew York, NY 10022",United States,New York County,40.7600248,-73.9653546,198.5643510909091,0.2222222222222222,10,242.68976244444445,-6,Large
Contingent,13.710150042306449,3,2,1784.0,Staten Island,"61 Prescott AveStaten Island, NY 10306",United States,Richmond County,40.5788586,-74.11209,297.3333333333333,0.5,5,446.0,-1,Medium
Condo,12.19602736016897,1,1,750.0,Queens,"118-18 Union Tpke Unit 7DQueens, NY 11415",New York,Queens,40.7127599,-73.83433,250.0,0.5,2,375.0,0,Small
House,13.215855541983634,5,3,496.0,Bronx,"2808 Wickham AveBronx, NY 10469",United States,Bronx County,40.8679701,-73.836565,55.111111111111114,0.5,8,82.66666666666667,-2,VerySmall
House,13.900668468345392,3,4,1320.0,Brooklyn,"1568 W 2nd StBrooklyn, NY 11204",United States,Kings County,40.6090909,-73.9762651,165.0,1.0,7,330.0,1,Medium
House,13.6967281480998,4,2,2686.0,Bronx,"3079 Giegerich PlBronx, NY 10465",United States,Bronx County,40.8130775,-73.8063357,383.7142857142857,0.4,6,537.2,-2,Large
Other,11.082157933374816,3,1,230.0,Manhattan,"1287266 45 Madison St Unit 1Manhattan, NY 10038",New York,New York,40.7120703,-73.9983258,46.0,0.25,4,57.5,-2,VerySmall
House,14.187074114396758,3,2,2184.207862,Other,"21-89 47th StLong Island City, NY 11105",United States,Queens County,40.7697773,-73.9014478,364.0346436666667,0.5,5,546.0519655,-1,Large
Townhouse,16.51687183802978,5,5,2184.207862,New York,"45 W 70th StNew York, NY 10023",United States,New York County,40.7758194,-73.9785263,198.5643510909091,0.8333333333333334,10,364.0346436666667,0,Large
Other,14.343193888767015,5,2,2250.0,Other,"871 Putnam AveNy, NY 11221",United States,Kings County,40.686947,-73.9261885,281.25,0.3333333333333333,7,375.0,-3,Large
House,14.731401609977073,5,2,4100.0,Forest Hills,"152 Whitson StForest Hills, NY 11375",United States,Queens County,40.7107701,-73.8406935,512.5,0.3333333333333333,7,683.3333333333334,-3,Large
Townhouse,14.493544608328255,4,4,2508.0,Brooklyn,"59 Duffield StBrooklyn, NY 11201",United States,Kings County,40.6965326,-73.9839654,278.6666666666667,0.8,8,501.6,0,Large
Co-op,14.45472992420301,2,2,2184.207862,Brooklyn,"905 Union St Apt 1Brooklyn, NY 11215",New York,Brooklyn,40.673976,-73.973535,436.8415724,0.6666666666666666,4,728.0692873333334,0,Large
House,13.442998001373553,3,2,1248.0,Staten Island,"46 Kirshon AveStaten Island, NY 10314",United States,Richmond County,40.6137764,-74.1600305,208.0,0.5,5,312.0,-1,Medium
House,13.38472764187182,3,2,1440.0,Staten Island,"219 Slater BlvdStaten Island, NY 10305",United States,Richmond County,40.5803331,-74.0885167,240.0,0.5,5,360.0,-1,Medium
House,13.41354083387756,3,2,864.0,Staten Island,"74 Holly StStaten Island, NY 10304",United States,Richmond County,40.5993523,-74.0953882,144.0,0.5,5,216.0,-1,Small
House,13.592368256649284,3,2,825.0,Brooklyn,"1485 E 53rd StBrooklyn, NY 11234",United States,Kings County,40.6222734,-73.924094,137.5,0.5,5,206.25,-1,Small
Co-op,14.680508416503422,1,2,2184.207862,Manhattan,"10 Bleecker St Apt 5DManhattan, NY 10012",New York,New York,40.7252187,-73.9929764,546.0519655,1.0,3,1092.103931,1,Large
Other,14.690979711984754,6,6,6688.0,Brooklyn,"726 Nostrand AveBrooklyn, NY 11216",United States,Kings County,40.6738566,-73.9506085,514.4615384615385,0.8571428571428571,12,955.4285714285714,0,Luxury
House,12.873904582205107,2,1,586.0,Staten Island,"231 Freeborn StStaten Island, NY 10306",United States,Richmond County,40.574103,-74.0931668,146.5,0.3333333333333333,3,195.33333333333334,-1,Small
Condo,14.626441218624949,1,1,2184.207862,Manhattan,"302 W 12th St Apt 7FManhattan, NY 10014",New York,New York,40.737308,-74.0046666,728.0692873333334,0.5,2,1092.103931,0,Large
House,14.187074804051692,4,2,2700.0,Staten Island,"308 Poillon AveStaten Island, NY 10312",United States,Richmond County,40.5273093,-74.1753435,385.7142857142857,0.4,6,540.0,-2,Large
Condo,13.493928313146206,2,2,792.0,Brooklyn,"627 Wilson Ave Apt 3Brooklyn, NY 11207",New York,Brooklyn,40.6898164,-73.9062474,158.4,0.6666666666666666,4,264.0,0,Small
Co-op,12.502470376049185,1,1,2184.207862,Bronx,"4901 Henry Hudson Pkwy W Apt 5FBronx, NY 10471",New York,The Bronx,40.8968048,-73.9087471,728.0692873333334,0.5,2,1092.103931,0,Large
Co-op,13.451668563394815,2,2,2184.207862,Manhattan,"575 Park Ave Unit 1101Manhattan, NY 10065",New York,New York,40.7651716,-73.9678719,436.8415724,0.6666666666666666,4,728.0692873333334,0,Large
House,14.077875591662238,3,2,2184.207862,Bronx,"246 Newman AveBronx, NY 10473",United States,Bronx County,40.8109146,-73.853921,364.0346436666667,0.5,5,546.0519655,-1,Large
Co-op,13.036807667689546,3,2,1250.0,Brooklyn,"2475 W 16th St Apt 19HBrooklyn, NY 11214",United States,Kings County,40.5866482,-73.9845156,208.33333333333334,0.5,5,312.5,-1,Medium
House,13.444446876573442,3,2,1008.0,Staten Island,"596 College AveStaten Island, NY 10302",United States,Richmond County,40.621814,-74.1406264,168.0,0.5,5,252.0,-1,Medium
Co-op,12.959846800844963,3,2,1405.0,Other,"58-03 Calloway St Unit 2P2Corona, NY 11368",United States,Queens County,40.7381853,-73.8581248,234.16666666666666,0.5,5,351.25,-1,Medium
House,16.118095750958314,5,4,6800.0,New York,"166 E 64th StNew York, NY 10065",United States,New York County,40.764989,-73.9655331,680.0,0.6666666666666666,9,1133.3333333333333,-1,Luxury
Co-op,14.23750562376114,2,2,2184.207862,New York,"67 Riverside Dr Apt 1CNew York, NY 10024",New York,New York,40.784623,-73.9826586,436.8415724,0.6666666666666666,4,728.0692873333334,0,Large
Multi-family home,14.22030944419592,9,6,3519.0,Brooklyn,"2619 Shore PkwyBrooklyn, NY 11223",United States,Kings County,40.583514,-73.9738903,219.9375,0.6,15,351.9,-3,Large
House,13.159661088928443,3,2,1480.0,Staten Island,"62 Simmons LnStaten Island, NY 10314",United States,Richmond County,40.5939378,-74.1843153,246.66666666666666,0.5,5,370.0,-1,Medium
Co-op,12.788291058675025,2,1,2184.207862,Bayside,"212-79 16 Ave Unit 183Bayside, NY 11360",New York,Queens,40.7855174,-73.7797613,546.0519655,0.3333333333333333,3,728.0692873333334,-1,Large
Co-op,13.790193775620484,3,1,2184.207862,Manhattan,"360 W 22nd St Apt 9JManhattan, NY 10011",New York,New York,40.7455051,-74.0016003,436.8415724,0.25,4,546.0519655,-2,Large
Co-op,13.118357364036902,2,1,975.0,Brooklyn,"138 71st St Apt E10Brooklyn, NY 11209",New York,Brooklyn,40.6351164,-74.0311609,243.75,0.3333333333333333,3,325.0,-1,Small
Co-op,12.861001210669146,1,2,900.0,Bayside,"1805 215th St Apt 4SBayside, NY 11360",New York,Queens,40.7839299,-73.77643,225.0,1.0,3,450.0,1,Small
Multi-family home,13.81451105863119,6,2,3144.0,Bronx,"851 Van Nest AveBronx, NY 10462",United States,Bronx County,40.8451067,-73.8601577,349.3333333333333,0.2857142857142857,8,449.14285714285717,-4,Large
Co-op,12.896719202134523,1,1,2184.207862,Other,"34-41 85th St Unit 3UJackson Heights, NY 11372",New York,Queens,40.7531191,-73.8818757,728.0692873333334,0.5,2,1092.103931,0,Large
Contingent,13.303018546545275,4,4,2800.0,Staten Island,"77 Harbour CtStaten Island, NY 10308",United States,Richmond County,40.5387352,-74.1423893,311.1111111111111,0.8,8,560.0,0,Large
House,13.629047235889708,4,2,1800.0,Staten Island,"70 Savo LoopStaten Island, NY 10309",10309,New York,40.521278,-74.2230351,257.14285714285717,0.4,6,360.0,-2,Medium
Townhouse,13.458834185453092,3,2,1548.0,Staten Island,"159 Freedom AveStaten Island, NY 10314",United States,Richmond County,40.5953144,-74.1628286,258.0,0.5,5,387.0,-1,Medium
Co-op,13.89985262551525,5,2,2184.207862,Forest Hills,"20 Continental Ave Unit 5EFForest Hills, NY 11375",New York,Queens,40.7186003,-73.8453488,273.02598275,0.3333333333333333,7,364.0346436666667,-3,Large
House,13.81451105863119,6,2,1280.0,Bronx,"3426 Boller AveBronx, NY 10475",United States,Bronx County,40.8808173,-73.8350832,142.22222222222223,0.2857142857142857,8,182.85714285714286,-4,Medium
Multi-family home,13.988529815553855,15,9,2184.207862,Other,"677 Grandview AveRidgewood, NY 11385",United States,Queens County,40.7075546,-73.9036964,87.36831448000001,0.5625,24,136.512991375,-6,Large
Co-op,12.487488878546145,1,1,700.0,Bayside,"23-45 Bell Blvd Unit 5KBayside, NY 11360",New York,Queens,40.7824499,-73.7765099,233.33333333333334,0.5,2,350.0,0,Small
Co-op,12.570719231334277,1,1,845.0,Brooklyn,"3901 Nostrand Ave Apt 4CBrooklyn, NY 11235",New York,Brooklyn,40.5894827,-73.9395372,281.6666666666667,0.5,2,422.5,0,Small
Co-op,13.815506557956274,3,2,1750.0,Manhattan,"205 E 63rd St Unit 11EFManhattan, NY 10065",New York,New York,40.7640501,-73.964336,291.6666666666667,0.5,5,437.5,-1,Medium
Co-op,14.217637433703022,2,2,1350.0,New York,"200 E 74th St Apt 6BNew York, NY 10021",New York,New York,40.7708195,-73.9595235,270.0,0.6666666666666666,4,450.0,0,Medium
Co-op,13.73755009757506,1,1,1000.0,New York,"235 E 73rd St # 4BNew York, NY 10021",New York,New York,40.7699425,-73.9583558,333.3333333333333,0.5,2,500.0,0,Small
Co-op,12.762830066509972,2,1,2184.207862,Other,"84-70 129 St N Unit 5UKew Gardens, NY 11415",New York,Queens,40.7050355,-73.8241699,546.0519655,0.3333333333333333,3,728.0692873333334,-1,Large
Condo,14.508658238524095,4,4,3000.0,New York,"444 E 57th St Apt 2DNew York, NY 10022",New York,New York,40.7573479,-73.9614914,333.3333333333333,0.8,8,600.0,0,Large
Condo,13.639967177343745,3,2,1376.0,Brooklyn,"8895 26th Ave Apt 5ABrooklyn, NY 11214",United States,Kings County,40.5905451,-73.9910402,229.33333333333334,0.5,5,344.0,-1,Medium
Co-op,12.703816069256568,1,1,820.0,Forest Hills,"111-39 76th Rd Unit E6Forest Hills, NY 11375",New York,Queens,40.7157399,-73.83672,273.3333333333333,0.5,2,410.0,0,Small
Multi-family home,13.70903942580019,6,3,3683.0,Bronx,"948 E 217th StBronx, NY 10469",United States,Bronx County,40.8796143,-73.856153,368.3,0.42857142857142855,9,526.1428571428571,-3,Large
House,13.329379172803593,3,2,2184.207862,Other,"534 Powell StBrownville, NY 11212",United States,Kings County,40.6610456,-73.9019953,364.0346436666667,0.5,5,546.0519655,-1,Large
Condo,13.592368256649284,2,2,1257.0,New York,"309 E 108th St Apt 5FNew York, NY 10029",New York,New York,40.7917785,-73.9406204,251.4,0.6666666666666666,4,419.0,0,Medium
Condo,12.971542813248437,2,2,1248.0,Staten Island,"527 Willow Rd E Unit 2Staten Island, NY 10314",New York,Staten Island,40.6123868,-74.1511288,249.6,0.6666666666666666,4,416.0,0,Medium
Contingent,13.120363378739663,3,2,1288.0,Staten Island,"625 Goethals Rd NStaten Island, NY 10314",United States,Richmond County,40.6166867,-74.1576647,214.66666666666666,0.5,5,322.0,-1,Medium
Co-op,12.993395271417636,3,2,1400.0,Other,"83-80 118th St Unit 3OKew Gardens, NY 11415",New York,Queens,40.7047878,-73.8344551,233.33333333333334,0.5,5,350.0,-1,Medium
Co-op,12.608202196848836,1,1,2184.207862,Other,"118-18 Union Tpke Unit 17GKew Gardens, NY 11415",New York,Queens,40.7123992,-73.8339305,728.0692873333334,0.5,2,1092.103931,0,Large
House,14.763300344494624,8,2,6493.0,Staten Island,"60 Lyman PlStaten Island, NY 10304",United States,Richmond County,40.6050685,-74.0969483,590.2727272727273,0.2222222222222222,10,721.4444444444445,-6,Luxury
Condo,12.206077645517674,1,1,613.0,Bronx,"1700 Metropolitan Ave Apt MhBronx, NY 10462",United States,Bronx County,40.840459,-73.8542045,204.33333333333334,0.5,2,306.5,0,Small
Co-op,12.959846800844963,3,1,2184.207862,New York,"504 W 135th St Apt 1BNew York, NY 10031",New York,New York,40.8189893,-73.953108,436.8415724,0.25,4,546.0519655,-2,Large
Co-op,11.141876276228,1,1,850.0,Bronx,"1185 Anderson Ave Apt 2EBronx, NY 10452",New York,The Bronx,40.8366623,-73.9239586,283.3333333333333,0.5,2,425.0,0,Small
Condo,14.506155109559108,3,2,1546.0,New York,"272 W 107th St Apt 8DNew York, NY 10025",New York,New York,40.8018548,-73.9672877,257.6666666666667,0.5,5,386.5,-1,Medium
Co-op,12.345838935721968,1,1,620.0,Manhattan,"255 W 108th St Apt 1FManhattan, NY 10025",New York,New York,40.8028416,-73.9670229,206.66666666666666,0.5,2,310.0,0,Small
Co-op,12.301387370778713,1,1,590.0,Other,"82-35 134th St Unit 2DBriarwood, NY 11435",New York,Queens,40.7130136,-73.8230375,196.66666666666666,0.5,2,295.0,0,Small
Co-op,12.19602736016897,3,1,2184.207862,Flushing,"42-40 Bowne St Unit 6FFlushing, NY 11355",New York,Queens,40.756144,-73.8213672,436.8415724,0.25,4,546.0519655,-2,Large
Co-op,14.217637433703022,1,2,2184.207862,Manhattan,"48 Gramercy Park N Apt 1BManhattan, NY 10010",New York,New York,40.7382884,-73.9851838,546.0519655,1.0,3,1092.103931,1,Large
Co-op,13.07107218827772,1,1,615.0,New York,"520 E 90th St Apt 1LNew York, NY 10128",New York,New York,40.7779975,-73.9445342,205.0,0.5,2,307.5,0,Small
Co-op,12.20557752297723,2,1,2184.207862,Other,"234-04 131 Ave Unit 2Rosedale, NY 11422",New York,Queens,40.6779049,-73.733881,546.0519655,0.3333333333333333,3,728.0692873333334,-1,Large
House,13.955273369904273,2,2,1444.0,Staten Island,"91 Flagg CtStaten Island, NY 10304",United States,Richmond County,40.5882505,-74.1087291,288.8,0.6666666666666666,4,481.3333333333333,0,Medium
House,14.269766465162304,3,2,2184.207862,Brooklyn,"530 4th StBrooklyn, NY 11215",United States,Kings County,40.6683947,-73.9762195,364.0346436666667,0.5,5,546.0519655,-1,Large
Co-op,12.34148164933907,1,1,2184.207862,Other,"33-05 92nd St Unit 1BJackson Heights, NY 11372",New York,Queens,40.7562792,-73.8758052,728.0692873333334,0.5,2,1092.103931,0,Large
Other,14.80876270134486,8,4,2184.207862,Brooklyn,"122 Willoughby AveBrooklyn, NY 11205",United States,Kings County,40.6914843,-73.9676428,168.0159893846154,0.4444444444444444,12,242.68976244444445,-4,Large
Condo,12.676079399771027,2,2,936.0,Bronx,"1860 Story Ave Unit 36CBronx, NY 10473",New York,The Bronx,40.8236857,-73.8611313,187.2,0.6666666666666666,4,312.0,0,Small
Co-op,12.59473402514672,2,1,700.0,Brooklyn,"1275 E 5th St Apt 6ABrooklyn, NY 11230",New York,Brooklyn,40.6196386,-73.9707307,175.0,0.3333333333333333,3,233.33333333333334,-1,Small
House,13.217675375388819,3,2,2184.207862,Brooklyn,"4211 Snyder AveBrooklyn, NY 11203",United States,Kings County,40.6498755,-73.9375091,364.0346436666667,0.5,5,546.0519655,-1,Large
Condo,12.560247968016562,2,1,1000.0,Bronx,"1439 Metropolitan Ave Apt 6ABronx, NY 10462",New York,The Bronx,40.8362269,-73.8612346,250.0,0.3333333333333333,3,333.3333333333333,-1,Small
Co-op,12.700771936142122,1,1,800.0,Other,"83-30 Vietor Ave Unit 414Elmhurst, NY 11373",New York,Queens,40.743059,-73.880983,266.6666666666667,0.5,2,400.0,0,Small
Multi-family home,14.143375140509722,4,3,2184.207862,Flushing,"25-02 169th StFlushing, NY 11358",United States,Queens County,40.774158,-73.7957477,273.02598275,0.6,7,436.8415724,-1,Large
